,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
6531,Speyside 20 Year Old 1996 (cask 11) - Lady of the Glen (Hannah Whisky Merchants),"['tropical', 'melon', 'pineapple', 'malt', 'digestive_biscuit']","['grist', 'toffee', 'ginger', 'honey']","['fresh', 'lemon', 'apple']",,Speyside Whisky,Speyside,Hannah Whisky Merchants,20.0,54.3,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6532,Glenglassaugh 41 Year Old 1967 - Rare Cask Series,"['thick', 'entry', 'butterscotch', 'mixed_peel', 'orange_rind', 'allspice', 'christmas', 'spice', 'custard']","['rich', 'christmas_pudding', 'brandy_butter', 'allspice', 'dessert', 'sherry', 'dry', 'spice', 'mixed', 'herb', 'cigar_leave']","['long', 'complex', 'spiced', 'finish', 'red_berry', 'malt']",,Highland Whisky,Glenglassaugh,Glenglassaugh,41.0,44.6,,True,,,,,,,,,,,,
6533,Benrinnes 14 Year Old 1997 - Batch 0002 -  Dimensions (Duncan Taylor),"['modern', 'fruit', 'coconut', 'pineapple', 'bubblegum', 'punch', 'heavy', 'oak', 'coconut', 'oil', 'sweet', 'ginger', 'cinnamon', 'green_apple']","['grass', 'new', 'oak', 'vanilla', 'green', 'tea', 'flower']","['long', 'clean', 'elegant', 'vanilla', 'lemon']",,Speyside Whisky,Benrinnes,Duncan Taylor,14.0,46.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6534,Darkness! Macallan 15 Year Old Pedro Ximénez Cask Finish,"['decent', 'grip', 'weetabix', 'blackberry', 'fresh', 'apricot', 'date', 'hazelnut', 'slice', 'red', 'apple']","['fig', 'roll', 'honeyed', 'fruit_salad', 'dry', 'raisin', 'campino', 'strawberry', 'cream', 'sweet', 'weetabix', 'sugar']","['long', 'fragrant', 'fruit', 'sultana', 'frangipane', 'fino', 'sherry', 'dark', 'caramel']",,Speyside Whisky,The Macallan,Darkness,,52.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6535,Linkwood 17 Year Old 1999 (casks 6174) - Un-Chillfiltered Collection (Signatory),"['buttered_toast', 'peppercorn', 'somewhat', 'wave', 'bourbon', 'y', 'vanilla']","['scoopfuls', 'barley', 'stem_ginger', 'soft', 'heather_honey']","['caramel', 'fig', 'background']",,Speyside Whisky,Linkwood,Signatory,17.0,46.0,False,,,,,,,,,,,,,
6536,Tomatin 20 Year Old 1995 - A Rare Find (Gleann Mór),"['load', 'malt', 'orange_peel', 'sweet', 'burst', 'brown_sugar']","['green_apple', 'skin', 'red_berry', 'cinnamon', 'brown_sugar', 'way']","['medium_length', 'charred', 'cask']",,Highland Whisky,Tomatin,Gleann Mór,20.0,52.1,,,,,,,,,,,,,,
6537,Macallan 24 Year Old 1989 - Single Cask (Master of Malt),"['date', 'orange', 'cherry', 'baking_spice', 'walnut', 'brazil']","['nutmeg', 'almond', 'vanilla', 'sugar', 'suede', 'way', 'latte', 'pear', 'muscovado', 'fig', 'prune', 'fore', 'slightly', 'jammy', 'time_glass', 'freshly', 'apple', 'surface', 'water']","['long', 'coffee', 'caramel', 'chew', 'fruit', 'nut']",,Speyside Whisky,The Macallan,Master of Malt,24.0,53.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6538,Stronachie 12 Year Old,"['cream', 'malt', 'smoke', 'almond', 'toffee', 'fruit']","['heather_honey', 'malt', 'grass', 'fruit', 'dry', 'almond']","['medium', 'nutty']",,Scotch Whisky,A. D. Rattray,A. D. Rattray,12.0,43.0,,,,,,,,,,,,,,
6539,Balvenie Single Barrel 15 Year Old,"['husky', 'sweet', 'barley', 'bed', 'juicy', 'ripe', 'fruit']","['delicate', 'sweet', 'balvenie', 'honey', 'mixed_peel']","['climax', 'barley', 'bourbon', 'spectacularly']",,Speyside Whisky,Balvenie,Balvenie,15.0,47.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6540,Glen Garioch 18 Year Old 1998 (cask 3739) (Adelphi),"['black_pepper', 'ginger', 'mint', 'heaped', 'scoop', 'raisin', 'sultanas', 'hand', 'orange_peel']","['chocolate', 'chip_cookie', 'apple_slice', 'brown_bread', 'layer', 'nutella']","['oil', 'citrus', 'pepper', 'finish']",,Highland Whisky,Glen Garioch,Adelphi,18.0,57.5,,,,,,,,,,,,,,
6541,Darkness! Benrinnes 15 Year Old Pedro Ximénez Cask Finish,"['big', 'stick', 'fruit', 'wedding', 'cake', 'marzipan', 'unsweetened', 'liquorice', 'bitter', 'marmalade']","['rich', 'deep', 'oak', 'jammy', 'fruit', 'greengage', 'nut', 'oil', 'soon', 'crème_brûlée', 'prune', 'corinth_raisin', 'anise', 'sticky_toffee', 'pudding', 'bread', 'dough']","['christmas', 'spice', 'cherry', 'clove', 'stained', 'glass', 'window', 'cookie']",,Speyside Whisky,Benrinnes,Darkness,,53.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6542,The GlenDronach 15 Year Old (Tawny Port Cask Finish),"['rich', 'raspberry', 'espresso', 'toffee', 'apple', 'cocoa', 'latte', 'thick', 'malt', 'black_pepper']","['almond', 'coconut', 'orange', 'blossom', 'rosewater', 'freshly', 'wood', 'berry', 'fruit', 'thick', 'dark', 'honey', 'exotic_spice']","['good_length', 'cointreau', 'coffee', 'stuff']",,Highland Whisky,GlenDronach,GlenDronach,15.0,46.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6543,Glen Moray 21 Year Old 1990 - Dimensions (Duncan Taylor),"['menthol', 'cinnamon', 'thick', 'malt', 'orange_zest', 'toffee', 'brittle', 'hay', 'porridge_oats', 'pecan']","['rich', 'coastal', 'breeze', 'truffle', 'toffee', 'apple']","['tart', 'zest', 'lemon', 'juice', 'pepper', 'tail']",,Speyside Whisky,Glen Moray,Duncan Taylor,21.0,53.4,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6544,Darkness! Dailuaine 15 Year Old Pedro Ximénez Cask Finish,"['rich', 'meat', 'dailuaine', 'present', 'nutty', 'date', 'rich', 'spice']","['chocolate', 'freshly', 'cereal', 'nut', 'barley', 'sugar', 'deep', 'subtle', 'fruit', 'depth']","['choc', 'chip', 'hazelnut', 'cookie', 'heaven']",,Speyside Whisky,Dailuaine,Darkness,,53.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6545,Linkwood 24 Year Old 1988 (cask 2328) - Celebration of the Cask (Càrn Mòr),"['grist', 'malt', 'entry', 'orange_blossom', 'honey', 'cappuccino', 'coffee', 'allspice']","['fig', 'toffee', 'apple', 'black_pepper', 'oak', 'cream', 'malt']","['vanilla', 'sweet', 'latte', 'barley']",,Speyside Whisky,Linkwood,Carn Mor,24.0,53.2,,True,,,,,,,,,,,,
6546,Glen Keith 23 Year Old 1992 (cask 120578) - Cask Strength Collection (Signatory),"['hay', 'brown_sugar', 'honey', 'apple', 'cinnamon']","['oak', 'y', 'oat', 'y', 'sweet', 'fresh', 'orchard_fruit']",['finish'],,Speyside Whisky,Glen Keith,Signatory,23.0,49.3,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6547,Glenturret 1999 (bottled 2012) The MacPhail's Collection (Gordon & MacPhail),"['maraschino', 'cherry', 'sherry', 'maraschino', 'sherry']","['cheer', 'aroma', 'summer', 'fruit', 'rhubarb', 'splash', 'rum']","['short', 'sweet', 'warm', 'ace']",,Highland Whisky,Glenturret,Gordon & MacPhail,,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6548,Auchentoshan 20 Year Old 1995 (cask 654) - Lady of the Glen (Hannah Whisky Merchants),"['ginger', 'biscuit', 'vanilla', 'y', 'barley', 'sweet', 'raspberry', 'coulis']","['lemon', 'honey', 'treacle', 'raisin', 'ginger']","['cinnamon', 'stick', 'dark_chocolate']",,Lowland Whisky,Auchentoshan,Hannah Whisky Merchants,20.0,52.6,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6549,Darkness! Tomintoul 18 Year Old Oloroso Cask Finish,"['caramel', 'latte', 'werther', 'original', 'sip', 'americano']","['complex', 'barley', 'custard', 'juicy', 'prune', 'sweet', 'biscuit']","['ginger', 'cinnamon', 'sultana', 'cream', 'malt', 'dark']",,Speyside Whisky,Tomintoul,Darkness,,52.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6550,Port Ellen 37 Year Old 1978 - 16th Release (Special Release 2016),"['ash', 'scorched', 'earth', 'petrichor', 'character', 'bilberry', 'liquorice', 'vanilla', 'finish']","['soft', 'smoke', 'expression', 'slightly', 'soot', 'brown', 'paper', 'bag', 'presumably', 'beetroot', 'classic', 'chamois_leather', 'subtle', 'bilberry', 'mandarin', 'sauce']","['brown_sugar', 'toast', 'oak', 'redolent', 'crisp', 'crème_brûlée']",,Islay Whisky,Port Ellen,Port Ellen,37.0,55.2,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6551,Knockando 12 Year Old 2003,"['butterscotch', 'ice_cream', 'caramel', 'sauce', 'candied_ginger', 'spice']","['apple', 'kiwi', 'white_grape', 'hand', 'vanilla_pod']","['nutty', 'finish', 'sweet']",,Speyside Whisky,Knockando,Knockando,12.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6552,Glenallachie 7 Year Old 2008 (cask 10956) - Provenance (Douglas Laing),"['yummy', 'vanilla', 'red_berry', 'pep', 'proceeding']","['big_bold', 'juicy', 'blood_orange', 'sherry', 'raisin']","['orange', 'course', 'finish', 'jam', 'zest', 'good']",,Speyside Whisky,GlenAllachie,Douglas Laing,7.0,46.0,,,,,,,,,,,,,,
6553,Auchroisk - Batch 1 (That Boutique-y Whisky Company),"['brain', 'oh', 'jam', 'cream', 'tea', 'disproportionate', 'serving', 'jam', 'fact', 'slightly', 'oak', 'biscuit']","['sugar', 'beet', 'blueberry', 'crisp', 'bread', 'sweet', 'home', 'strawberry_jam', 'herbaceous']","['fresh', 'mint', 'straight', 'plant']",,Speyside Whisky,Auchroisk,That Boutique-y Whisky Company,,44.7,,,,,,,,,,,,,,
6554,Ardmore Heavily Peated (cask 884) - The Cooper's Choice (The Vintage Malt Whisky Co.),"['peated', 'barley', 'cheese', 'pear']","['surprising', 'waft', 'sea_air', 'charred', 'wood', 'earthy_peat']","['toasted', 'scone', 'bbq', 'smoke']",,Highland Whisky,Ardmore,The Vintage Malt Whisky Co.,,46.0,,,,,,,,,,,,,,
6555,anCnoc Peter Arkle Limited Edition - Casks (2nd Release),"['sweet', 'christmas_cake', 'orange_peel']","['sweet', 'vanilla', 'rich', 'toffee', 'aroma', 'time', 'fresher', 'fruit', 'aroma', 'citrus', 'fruit']","['finish', 'warm', 'sweet', 'sherry', 'winter_spice']",,Highland Whisky,Knockdhu,Knockdhu,,46.0,,,,,,,,,,,,,,
6556,Springbank - Batch 2 (That Boutique-y Whisky Company),"['pepper', 'big', 'oak', 'caramel', 'peat_smoke', 'baked', 'apple']","['smouldering', 'oil', 'heather_root', 'allspice', 'charred_oak', 'manuka_honey', 'pepper']","['spice', 'caramel', 'treacle', 'mixed', 'herb']",,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,,53.1,,,,,,,,,,,,,,
6557,BenRiach 34 Year Old 1977 Sauternes,"['cream', 'sweet', 'entry', 'toasted', 'oak', 'fruit', 'acacia_honey', 'malt', 'slightly', 'salt']","['thick', 'apricot', 'peach', 'syrup', 'medicinal', 'character', 'herb', 'vanilla']","['long', 'fruit', 'finish', 'white_grape', 'blossom']",,Speyside Whisky,BenRiach,BenRiach,34.0,44.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6558,Glen Elgin 32 Year Old,"['smooth', 'sublime', 'chew', 'oak', 'nectarine', 'nutty']","['rich', 'acacia_honey', 'fragrant', 'wood', 'oil', 'delicious', 'armagnac', 'granary_toast', 'dark', 'fruit']","['walnut', 'oaked', 'honey', 'barley']",,Speyside Whisky,Glen Elgin,Glen Elgin,32.0,42.3,,True,,,,,,,,,,,,
6559,Aultmore 11 Year Old 2000 (cask 8188)  - Provenance (Douglas Laing),"['cream', 'sweet', 'tang', 'citrus', 'vanilla', 'nail', 'varnish', 'remove', 'cooked', 'pear']","['fresh', 'aromatic', 'sweet', 'fruit', 'barley', 'malt', 'hay']","['long', 'zest', 'lemon_sherbet', 'barley']",,Speyside Whisky,Aultmore,Douglas Laing,11.0,46.0,,,,,,,,,,,,,,
6560,Tullibardine 22 Year Old 1993 - Small Batch (WM Cadenhead),"['fruit', 'hold', 'zest', 'citrus', 'centre', 'milk_chocolate']","['walnut', 'chocolate', 'meaty_malt']","['slight', 'grass', 'slice', 'lemon', 'drizzle', 'cake']",92.92,Highland Whisky,Tullibardine,WM Cadenhead,22.0,47.3,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6561,Mortlach 16 Year Old 1999 - Strictly Limited (Càrn Mòr),"['victoria_sponge', 'honey', 'nutmeg', 'malt']","['floral', 'barley', 'sugar', 'mixed', 'berry']","['cream', 'gently']",,Speyside Whisky,Mortlach,Carn Mor,16.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6562,Dalwhinnie 1997 (bottled 2013) Oloroso Cask Finish - Distillers Edition,"['almond', 'sugar', 'oak', 'spice', 'dark', 'berry', 'jam', 'dark', 'berry', 'jam', 'sweet', 'succulent', 'jam']","['honeyed', 'malt', 'soft', 'sherry', 'polite']","['peat', 'finish']",,Highland Whisky,Dalwhinnie,Dalwhinnie,,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6563,Allt-á-Bhainne 21 Year Old 1991 Cask 8820 - Old Malt Cask (Douglas Laing),"['ground', 'mixed_nut', 'butterscotch', 'pepper', 'salt', 'caramel', 'marzipan']","['sweet', 'barley', 'toffee', 'apple', 'pepper', 'fruit']","['almond', 'oil', 'cedar', 'finish']",,Speyside Whisky,Allt-á-Bhainne,Douglas Laing,21.0,50.0,,,,,,,,,,,,,,
6564,Darkness! Glen Keith 20 Year Old Oloroso Cask Finish,"['drying', 'fragrant', 'peach', 'syrup', 'rice', 'krispie', 'cake']","['slightly', 'floral', 'orange', 'pith', 'peach', 'skin', 'plum', 'cream', 'vanilla', 'custard']","['long', 'crème', 'caramel', 'peach', 'honeycomb', 'oak']",,Speyside Whisky,Glen Keith,Darkness,,51.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6565,Master of Malt 30 Year Old Speyside (5th Edition),"['mouth', 'gloriously', 'syrup', 'velvet', 'texture', 'sweet', 'flavour', 'acacia_honey', 'butterscotch', 'mixed', 'spice', 'stem_ginger']","['explosion', 'toffee', 'bramley_apple', 'cinnamon', 'nutmeg', 'cocoa_powder']","['finish', 'long', 'mead', 'nectar', 'cocoa', 'dark_chocolate', 'vague', 'cumin', 'tail']",,Scotch Whisky,Master of Malt,Master of Malt,30.0,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6566,Miltonduff 22 Year Old 1989 (Berry Bros. & Rudd),"['cardamom', 'grist', 'hay', 'barley', 'sugar', 'marmalade', 'black_pepper']","['marzipan', 'hazelnut', 'balsamic', 'vinegar', 'malt', 'vanilla', 'spice']","['long', 'spiced', 'marmalade', 'finish']",,Speyside Whisky,Miltonduff,Berry Brothers and Rudd,22.0,54.3,,,,,,,,,,,,,,
6567,anCnoc Peter Arkle Limited Edition - Warehouse (4th Release),"['raisin', 'custard', 'sticky_toffee', 'yum']","['floral', 'fresh', 'exciting', 'good', 'squeeze', 'lemon', 'pinch', 'spice']",['long'],57.02,Highland Whisky,Knockdhu,Knockdhu,,46.0,,,,,,,,,,,,,,
6568,Glenfarclas 1996 Family Cask Release VII,"['chestnut', 'sage', 'vanilla', 'sweet', 'butterscotch', 'cocoa', 'pepper', 'nectarine']","['dry', 'fruit', 'apricot', 'particular', 'cedar_wood', 'toffee', 'apple', 'deep', 'dark', 'sherry']","['tang', 'fruit', 'cinnamon', 'nutmeg', 'pipe_tobacco']",275.18,Speyside Whisky,Glenfarclas,Glenfarclas,,55.6,,,,,,,,,,,,,,
6569,Aultmore 7 Year Old 2008 (cask 959938) - The Octave (Duncan Taylor),"['raisin', 'sultana', 'hot_cross', 'bun', 'green_apple']","['baked', 'good', 'butter', 'biscuit', 'sherry', 'spice']","['spark', 'oak', 'spice', 'sweet', 'blackcurrant_jam']",,Speyside Whisky,Aultmore,Duncan Taylor,7.0,53.6,,,,,,,,,,,,,,
6570,Ledaig 7 Year Old 2008 (cask 11090) - Provenance (Douglas Laing),"['yep', 'peat', 'treat', 'oodle', 'earth', 'intense', 'peat', 'way']","['mixture', 'coastal_air', 'bbq', 'smoke', 'light', 'banana']","['fruit', 'finish', 'wood']",,Island Whisky,Tobermory,Douglas Laing,7.0,46.0,,,,,,,,,,,,,,
6571,Dailuaine 1998 (bottled 2012) - Connoisseurs Choice (Gordon & MacPhail),"['spiced', 'pepper', 'cocoa', 'orange_zest', 'herbal', 'rich']","['pepper', 'sweet', 'spice', 'date', 'manuka_honey', 'floral']","['long', 'baked', 'pear', 'allspice']",,Speyside Whisky,Dailuaine,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
6572,Glenfarclas Chairman's Reserve 175th Anniversary,"['rich', 'umami', 'like', 'intense', 'cocoa', 'panna', 'cotta', 'dry', 'sherry', 'molasse', 'pepper', 'good_dollop', 'caramel', 'source']","['huge', 'sherry', 'beauty', 'cream', 'malt', 'fruit', 'butterscotch', 'manuka_honey', 'sweet', 'cream', 'sherry', 'berry', 'fruit', 'quince_jelly']","['good_length', 'sugar', 'dark_chocolate', 'tobacco', 'leave']",,Speyside Whisky,Glenfarclas,Glenfarclas,,46.0,False,False,,,,,,,,,,,,
6573,Glengoyne 10 Year Old + Cigar Holder,"['barley', 'rich', 'bourbon', 'influence', 'clean', 'dry']","['slightly_herbal', 'big', 'bourbon_influence', 'high', 'white', 'milk', 'bottle', 'sweet', 'cream', 'fruit']","['long', 'barley', 'rich', 'hoi', 'sin']",,Highland Whisky,Glengoyne,Glengoyne,10.0,40.0,,,,,,,,,,,,,,
6574,Glenburgie 20 Year Old 1995 (cask 6470) (Signatory),"['nutty', 'oak', 'tomato_stem', 'strawberry_jam', 'wood', 'spice']","['hedgerow', 'branch', 'fresh', 'fruit']","['barley', 'biscuit', 'grapefruit', 'gentle', 'spice']",,Speyside Whisky,Glenburgie,Signatory,20.0,43.0,,,,,,,,,,,,,,
6575,Dailuaine 14 Year Old 1997 - Old Malt Cask (Douglas Laing),"['butterscotch', 'porridge_oats', 'sweet', 'cereal', 'malt', 'apple', 'peel', 'manuka_honey']","['vanilla', 'peppermint', 'manuka_honey', 'barley', 'sugar']","['lozenge', 'flavour', 'malt', 'exotic_spice']",,Speyside Whisky,Dailuaine,Douglas Laing,14.0,50.0,,,,,,,,,,,,,,
6576,Benriach 15 Year Old (Pedro Ximénez Sherry Cask Finish),"['citrus', 'time', 'form', 'seville_orange', 'light', 'peat', 'toffee', 'delicate', 'spice']","['zest', 'citrus', 'lush', 'malt', 'honey', 'nut']","['honey', 'toffee', 'sweet', 'flourish', 'orange', 'return', 'farewell']",,Speyside Whisky,Benriach,Benriach,15.0,46.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6577,Edradour 10 Year Old 2006 (cask 271) - Un-Chillfiltered Collection (Signatory),"['red', 'fruit', 'citrus', 'peel', 'malt']","['popcorn', 'caramel', 'rum', 'spice', 'red', 'fruit']","['slightly', 'oak', 'raisin', 'prune']",,Highland Whisky,Edradour,Signatory,10.0,46.0,False,,,,,,,,,,,,,
6578,Royal Lochnagar 1998 Muscat Cask Finish - Distillers Edition (bottled 2011),"['sweet', 'fruit', 'spice', 'nectarine', 'clean', 'oak']","['oak', 'grass', 'caramel', 'subtle', 'grape', 'like', 'vinous', 'citrus', 'fruit_salad']","['fresh', 'oak', 'apricot', 'malt']",,Highland Whisky,Lochnagar,Lochnagar,,40.0,,,,,,,,,,,,,,
6579,Allt-á-Bhainne - Batch 1 (That Boutique-y Whisky Company),"['nice', 'biscuit', 'green_apple', 'slice', 'oak', 'influence']","['fizz', 'apple', 'belt', 'lemon_curd', 'buttered_toast']","['long', 'support', 'delight', 'toasted', 'oak']",,Speyside Whisky,Allt-á-Bhainne,That Boutique-y Whisky Company,,49.2,,,,,,,,,,,,,,
6580,Miltonduff 18 Year Old 1995 (cask 2592) - Cask Collection (A. D. Rattray),"['barley', 'oats', 'vanilla', 'butterscotch', 'sweet']","['fruit', 'plum', 'soft', 'butterscotch', 'sweetie']","['delightfully', 'soft', 'finish']",,Speyside Whisky,Miltonduff,A. D. Rattray,18.0,58.5,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6581,Tomatin 21 Year Old 1991 (cask 51) (Berry Bros. & Rudd),"['sweet', 'spice', 'sticky_toffee', 'pudding', 'black_pepper', 'cigar_box']","['mix', 'spice', 'cigar_leave', 'fruit', 'pepper']","['cedar', 'digestive_biscuit']",,Highland Whisky,Tomatin,Berry Brothers and Rudd,21.0,54.8,,True,,,,,,,,,,,,
6582,Linkwood 1991 Côte Rôtie - Private Collection (Gordon & MacPhail),"['herbaceous', 'tongue', 'cut', 'hay', 'forest_floor', 'pine_needle', 'chamomile_tea', 'farmyard', 'like', 'spice', 'bitter']","['grape', 'like', 'blackcurrant_jam', 'oak', 'pine_resin', 'earth', 'lavender', 'plum', 'wine', 'malt']","['decent_length', 'gingernut', 'rubber', 'pepper', 'honey']",,Speyside Whisky,Linkwood,Gordon & MacPhail,20.0,45.0,False,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6583,Glenfarclas - Movember 2011,"['big', 'smidge', 'sweet', 'savoury', 'fino', 'saline', 'blue', 'agave', 'tequila', 'lime', 'zest', 'bitter']","['whiff', 'almond', 'sherry', 'manzanilla', 'fino', 'surprising', 'oloroso', 'warmth', 'caramel', 'rich', 'oloroso', 'brazil_nut', 'shell']","['freshly', 'oak', 'christmas', 'spice', 'pine', 'moreish']",,Speyside Whisky,Glenfarclas,Glenfarclas,9.0,53.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6584,Glenfarclas 1994 (cask 2950) Family Cask Release IX,"['chocolate', 'fruit', 'nut', 'fruit', 'nut', 'deep', 'lime', 'zest', 'vanilla']","['fairly', 'perfumed', 'distinct', 'floral', 'character', 'big', 'sherry']","['finish', 'long', 'rich', 'raisin', 'spice']",296.22,Speyside Whisky,Glenfarclas,Glenfarclas,,57.9,,,,,,,,,,,,,,
6585,Glenfarclas 1995 - Family Cask Release IX,"['flavour', 'herbaceous', 'floral', 'pleasing', 'contrast', 'dram', 'aroma']","['lot', 'lot', 'toffee', 'butter', 'fudge', 'rich', 'caramelised', 'aroma']","['caramel', 'elderflower', 'violet', 'marriage']",275.18,Speyside Whisky,Glenfarclas,Glenfarclas,,52.5,,,,,,,,,,,,,,
6586,Balmenach 14 Year Old 2001 (cask 12129) - The Old Malt Cask (Hunter Laing),"['vanilla', 'rich', 'custard', 'nutty']","['biscuit', 'y', 'custard_creams', 'hobnobs', 'peach', 'apricot']","['orange', 'pith', 'almond', 'vanilla', 'bean']",68.85,Speyside Whisky,Balmenach,Hunter Laing,14.0,50.0,,,,,,,,,,,,,,
6587,Ben Nevis 20 Year Old 1996 (cask 11354) - Old Particular (Douglas Laing),"['cinnamon', 'orange_rind', 'thin', 'pastry', 'dusting', 'sugar', 'salted_butter']","['toasted', 'rye_bread', 'honey', 'charred_oak', 'perfumed', 'malt']","['pancake', 'vanilla', 'essence', 'marmalade']",89.96,Highland Whisky,Ben Nevis,Douglas Laing,20.0,49.8,,,,,,,,,,,,,,
6588,Bunnahabhain 8 Year Old 2007 (cask 10966) - Provenance (Douglas Laing),"['wood', 'spice', 'peel', 'nut', 'oil', 'oak', 'smoke']","['malt', 'fruit', 'grapefruit', 'juice', 'brown_sugar', 'porridge']",['spiced'],,Islay Whisky,Bunnahabhain,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,
6589,Tomatin 12 Year Old (40%),"['sweet', 'fudge', 'dark', 'sugar', 'winter_spice', 'toffee', 'apple', 'bramley', 'herb']","['balanced', 'toasted', 'cereal', 'barley', 'winter_spice', 'butter', 'pepper', 'toast', 'oak', 'dark', 'sugar', 'flower', 'malt', 'extract', 'rum', 'apple', 'peel']","['good_length', 'sweet', 'fruit', 'sweet']",,Highland Whisky,Tomatin,Tomatin,12.0,40.0,,,,,,,,,,,,,,
6590,Edradour 15 Year Old 2001 (cask 2202) Natural Cask Strength - Ibisco Decanter,"['barley', 'rich', 'sweet', 'dark', 'fruit']","['rum_raisin', 'ice_cream', 'black_pepper', 'orange_peel']","['ginger', 'damson']",,Highland Whisky,Edradour,Edradour,15.0,55.9,,True,,,,,,,,,,,,
6591,Tomintoul - Batch 2 (That Boutique-y Whisky Company),"['white', 'jelly', 'baby', 'allspice', 'pear_drop', 'fresh', 'orange', 'juice']","['sweet', 'apple', 'purée', 'granary_toast', 'crab', 'apple', 'jelly', 'aloe', 'earth', 'spice']","['brazil_nut', 'candied_peel', 'ground', 'almond']",,Speyside Whisky,Tomintoul,That Boutique-y Whisky Company,,54.1,,,,,,,,,,,,,,
6592,Braeval 1994 (bottled 2015) (cask 165657) - Samaroli,"['warm', 'chocolate', 'cake', 'swiftly', 'rich', 'honey', 'peanut']","['fresh', 'malt', 'vanilla', 'green_apple', 'cut_grass']","['ginger', 'finish']",,Speyside Whisky,Braeval (AKA Braes of Glenlivet),Samaroli,,45.0,,,,,,,,,,,,,,
